Y1,YY1,INCOME,DEBT,LIQ,ASSET,NETWORTH,CCBAL,CONSPAY,FOODHOME,FOODAWAY,AGE,EDUC,FAMSTRUCT,HOUSECL,FINLIT,DEBT2INC,EXPENSHILO,WGT
013181,1318,50276.74,21793.44,7571.07,86430.19,64636.75,146.1,405.15,3829.34,3824.44,33,14,4,1,3,0.4335,2,13085.9
013191,1319,38232.42,9650.22,23893.43,40934.38,31284.17,1959.45,143.57,7400.01,3556.12,50,13,2,2,2,0.2524,2,49652.75
013201,1320,55922.71,6807.38,5746.39,246719.81,239912.43,0.0,148.31,5359.56,5817.37,75,15,3,1,2,0.1217,2,30778.56
013211,1321,69632.38,81600.56,5855.36,33706.77,-47893.79,0.0,1550.74,4020.04,6130.94,55,14,2,2,2,1.1719,2,39156.19
013221,1322,106587.71,134041.42,1021.46,18399.18,-115642.24,0.0,1637.71,2790.98,0.0,52,13,2,2,2,1.2576,1,48543.34
013231,1323,62103.09,12643.03,38544.5,89096.21,76453.18,3846.88,134.84,5075.5,6286.68,26,12,1,2,3,0.2036,3,38273.52
013241,1324,102523.93,161738.4,32214.88,135793.66,-25944.74,0.0,3195.3,6261.2,360.91,85,12,1,1,2,1.5776,3,47338.61
013251,1325,70124.46,43355.1,2347.24,12136.11,-31218.99,1111.72,420.83,5434.78,4046.23,43,14,5,2,0,0.6183,1,20015.58
013261,1326,11182.22,2888.49,3929.55,31324.12,28435.63,4568.34,24.49,3347.3,0.0,38,14,3,2,3,0.2583,1,5422.7
013271,1327,28412.89,3763.56,62667.43,132772.02,129008.46,0.0,48.77,4823.33,5531.18,47,14,1,1,0,0.1325,1,48305.94
013281,1328,58123.26,21057.72,638.79,446406.3,425348.58,0.0,558.74,7110.15,2822.96,47,11,4,2,3,0.3623,3,28743.48
013291,1329,22276.21,11465.8,14584.57,15933.31,4467.51,0.0,67.88,9166.06,4853.07,49,17,1,1,2,0.5147,3,39251.71
013301,1330,113542.88,22182.22,1798.12,152452.68,130270.46,8415.37,573.0,6093.11,2923.65,62,15,4,2,3,0.1954,3,28916.16
013311,1331,262413.23,229706.33,120636.86,154316.6,-75389.73,4855.02,4714.57,8065.63,5442.86,75,11,3,2,0,0.8754,1,38769.14
013321,1332,198171.02,59224.5,5509.36,34021.48,-25203.02,11789.69,355.9,7441.98,166.35,23,10,1,1,2,0.2989,1,5803.04
013331,1333,54606.13,34323.9,47509.33,69063.17,34739.27,0.0,688.23,4838.36,4719.8,51,15,2,1,1,0.6286,2,6140.7
013341,1334,253128.75,16813.41,1248.39,35936.65,19123.24,3249.89,263.14,7875.25,4333.84,47,12,1,1,2,0.0664,1,46230.74
013351,1335,75644.55,42671.67,519.39,152457.08,109785.41,3546.13,1110.67,8248.62,4249.99,19,12,1,2,2,0.5641,1,23480.98
013361,1336,48855.52,18341.67,3223.85,29988.05,11646.38,0.0,507.7,5031.67,4527.09,71,16,1,2,2,0.3754,2,17141.23
013371,1337,38098.78,14906.24,7885.89,728520.87,713614.64,0.0,181.29,6035.42,5769.96,27,12,1,2,2,0.3913,3,45997.32
013381,1338,50401.55,2262.8,1959.97,154594.27,152331.47,4296.45,55.67,4869.57,5473.67,28,15,4,1,0,0.0449,3,49945.3
013391,1339,46659.92,10200.32,19243.98,99820.14,89619.82,0.0,130.0,3485.97,677.11,22,14,2,2,1,0.2186,1,31868.15
013401,1340,77139.8,92429.67,3368.03,50040.78,-42388.89,7313.48,1145.29,8046.25,3729.46,34,12,3,2,3,1.1982,1,29317.67
013411,1341,76459.51,2978.31,115.98,356862.69,353884.38,1778.35,29.23,9205.55,4210.58,33,12,1,2,3,0.039,1,46123.15
013421,1342,66352.81,62553.98,13293.91,457493.62,394939.64,0.0,1373.82,5877.05,3367.49,43,17,5,1,3,0.9427,2,11382.77
013431,1343,98051.13,19901.91,1003.68,11491.05,-8410.86,4825.12,229.71,4931.05,3809.47,60,12,2,1,1,0.203,3,32748.46
013441,1344,193219.41,14164.09,2563.49,23456.14,9292.06,1322.0,235.43,8135.96,4456.01,23,16,1,1,0,0.0733,2,40895.59
013451,1345,155530.75,63741.86,80469.71,235588.32,171846.46,0.0,1612.87,8352.23,5014.09,74,16,2,1,0,0.4098,2,37754.81
013461,1346,17388.98,19393.26,119498.74,363522.63,344129.37,888.16,480.91,4267.73,4640.69,42,10,1,2,2,1.1153,3,38173.6
013471,1347,6644.01,726.31,1744.31,39902.25,39175.94,106.72,19.16,6280.36,5227.59,57,15,1,1,2,0.1093,2,40834.82
013481,1348,153412.85,46916.4,13905.17,33565.0,-13351.4,0.0,423.5,9958.86,7438.58,19,15,3,1,1,0.3058,3,12981.07
013491,1349,19337.65,5043.08,1818.75,69186.32,64143.24,0.0,99.21,9642.67,3085.46,44,13,1,1,2,0.2608,3,29104.99
013501,1350,54052.5,16263.39,2932.55,551486.08,535222.69,6034.63,453.28,4151.79,3231.64,18,14,1,1,2,0.3009,2,8161.45
013511,1351,23084.08,8153.7,1651.77,65327.03,57173.34,1785.51,49.34,3217.09,4906.2,32,12,2,1,3,0.3532,2,7265.99
013521,1352,13071.87,6498.96,220.56,9212.55,2713.59,2950.96,161.58,6702.03,3491.36,49,12,1,1,3,0.4972,2,41436.03
013531,1353,107722.79,6242.97,5831.91,76402.93,70159.95,0.0,69.65,7426.0,2822.73,53,15,1,1,2,0.058,3,41160.87
013541,1354,131037.61,17483.91,8256.02,201966.92,184483.01,1323.75,380.12,7438.67,2590.59,31,15,2,1,0,0.1334,2,11572.07
013551,1355,39385.01,19967.91,1468.79,52896.59,32928.68,3186.67,457.97,7090.4,4756.88,66,11,1,1,2,0.507,2,29581.48
013561,1356,6425.71,1421.28,34822.71,430063.41,428642.13,1294.35,39.99,6567.25,4404.75,34,17,5,1,0,0.2212,3,4832.39
013571,1357,40472.58,3931.31,2241.85,221668.56,217737.24,3087.67,69.66,5151.11,7230.94,28,17,2,1,2,0.0971,3,20427.11
013581,1358,94148.03,25331.62,1560.9,56137.56,30805.95,736.2,663.83,4733.62,1450.84,43,12,1,2,2,0.2691,3,9920.03
013591,1359,17482.92,3525.69,12679.04,76556.13,73030.44,11428.35,21.62,7608.16,1498.69,54,16,1,2,1,0.2017,1,20504.32
013601,1360,78043.68,49157.94,305.87,4085.42,-45072.51,0.0,762.62,4589.39,3633.12,88,12,5,1,2,0.6299,1,30258.13
013611,1361,65265.65,8659.14,25135.14,392951.88,384292.74,2111.0,138.44,2665.28,1931.43,47,14,2,1,2,0.1327,1,40819.83
013621,1362,111453.46,23334.3,2382.95,38906.92,15572.62,1011.86,430.68,6287.79,0.0,48,16,2,1,3,0.2094,3,27123.48
013631,1363,73690.0,35270.24,29164.72,62026.48,26756.23,2755.16,600.78,6571.21,2656.59,23,12,2,1,1,0.4786,2,46780.06
013641,1364,27563.23,10773.18,49942.87,76187.57,65414.39,1677.46,314.57,9847.38,7826.49,67,14,2,1,1,0.3909,1,7751.62
013651,1365,194252.54,24736.83,15557.16,134339.3,109602.47,1098.73,172.25,6067.01,8473.66,33,14,1,2,3,0.1273,2,28326.42
013661,1366,57372.67,23806.22,1139.62,12154.04,-11652.19,863.2,276.76,3347.2,4584.0,66,16,4,1,1,0.4149,2,45634.81
013671,1367,64564.88,98566.27,517.24,14197.93,-84368.34,604.51,2879.68,8438.72,1272.87,79,14,2,1,0,1.5266,2,14014.43
013681,1368,28568.47,16012.12,371.92,55709.76,39697.65,0.0,258.32,5901.39,1936.86,67,14,4,1,2,0.5605,2,39232.26
013691,1369,44402.27,12649.07,35783.4,59177.28,46528.21,0.0,243.86,5680.33,3685.3,59,16,1,2,3,0.2849,3,14992.88
013701,1370,29842.16,1172.43,3855.9,102853.45,101681.02,4455.38,8.24,3673.34,2491.73,57,15,1,1,2,0.0393,3,48951.45
013711,1371,56633.08,31264.13,1671.37,26386.38,-4877.75,1990.99,378.34,7019.17,3826.92,49,14,5,1,2,0.552,3,38576.41
013721,1372,308827.34,6272.17,3874.81,658982.16,652709.99,224.91,37.58,6312.54,3586.6,30,14,2,1,0,0.0203,2,33704.67
013731,1373,19250.44,12371.13,34376.15,203804.64,191433.51,0.0,104.38,6158.99,1051.07,68,11,1,1,3,0.6426,3,44034.58
013741,1374,15487.6,1664.88,19964.91,186228.44,184563.56,6702.11,34.68,7875.41,3402.03,50,10,1,2,2,0.1075,3,30621.18
013751,1375,248712.6,35730.51,10821.73,34984.23,-746.28,0.0,860.77,8117.59,4425.99,58,17,2,1,3,0.1437,1,16735.76
013761,1376,54808.95,21667.98,15493.8,2225530.12,2203862.15,611.25,579.66,6641.29,2752.18,45,12,3,1,2,0.3953,2,17947.93
013771,1377,36236.95,18317.93,6797.5,37789.47,19471.54,3649.81,206.75,7077.07,5393.24,34,12,2,1,2,0.5055,1,30673.01
013781,1378,168706.23,5636.57,8465.92,28988.57,23352.0,5199.26,75.09,6693.91,3611.46,70,15,4,1,2,0.0334,2,27819.05
013791,1379,38366.73,15103.09,7316.19,180154.86,165051.77,1204.36,290.51,9343.94,3239.43,43,16,2,2,1,0.3937,3,45676.4
013801,1380,342288.33,66098.55,4914.23,85159.42,19060.88,2439.82,468.78,4186.59,3623.85,75,16,1,1,1,0.1931,1,28470.41
013811,1381,121799.71,10360.58,19073.84,36617.07,26256.49,0.0,260.75,3828.59,2417.68,85,16,1,1,2,0.0851,2,27005.53
013821,1382,42654.14,17252.39,9417.34,1622682.51,1605430.12,250.35,294.71,3623.1,4311.67,72,17,5,1,3,0.4045,3,24073.81
013831,1383,461195.54,34636.07,1006.98,259700.48,225064.42,0.0,1009.21,7034.64,1785.18,29,10,5,2,3,0.0751,3,9048.23
013841,1384,38363.3,32171.27,12733.27,72968.22,40796.95,4176.12,255.21,5773.24,8277.48,74,13,1,2,2,0.8386,2,8667.62
013851,1385,129041.05,37785.24,7669.79,2202609.63,2164824.4,1841.24,314.84,3787.48,7557.67,52,17,1,1,0,0.2928,2,34391.57
013861,1386,86626.7,57099.95,14772.82,216802.56,159702.61,1558.94,783.09,5613.06,3345.78,37,14,5,2,3,0.6591,2,24562.85
013871,1387,213537.38,159547.37,4074.19,62888.98,-96658.39,1367.15,1622.45,10314.77,4639.05,26,16,1,2,2,0.7472,1,28672.81
013881,1388,269779.46,232419.43,21186.78,1855455.54,1623036.11,1842.55,5209.62,6854.96,4704.57,39,8,1,1,1,0.8615,3,46572.76
013891,1389,68104.85,66427.11,4400.46,165290.61,98863.5,1149.18,1904.48,8949.9,4689.33,30,14,4,1,3,0.9754,1,39799.55
013901,1390,33587.99,6735.11,18087.63,168760.73,162025.62,0.0,48.81,3393.41,4869.74,20,17,5,2,1,0.2005,1,20838.3
013911,1391,100105.0,12538.88,2161.05,35700.53,23161.66,197.03,138.63,6584.05,5012.82,88,12,2,1,3,0.1253,1,39563.05
013921,1392,35956.18,13317.27,2447.79,66928.43,53611.16,0.0,145.79,7025.44,4886.67,72,17,1,1,1,0.3704,1,48763.76
013931,1393,405164.53,357654.98,14525.99,46862.77,-310792.21,0.0,6340.09,7384.0,1928.69,65,8,4,2,3,0.8827,1,10679.72
013941,1394,74823.09,97338.64,2704.87,521676.04,424337.4,3010.82,1586.68,5493.84,4389.94,34,10,2,1,3,1.3009,1,45149.91
013951,1395,47629.64,10295.3,260513.21,265868.71,255573.41,0.0,238.56,7973.26,2010.77,20,14,1,1,3,0.2162,2,19650.13
013961,1396,78136.48,8567.77,13624.17,478165.43,469597.66,0.0,199.76,6983.65,4546.42,51,11,2,2,1,0.1097,2,37583.46
013971,1397,19684.49,8385.23,5140.28,21198.66,12813.43,0.0,161.99,6176.25,5372.43,66,12,5,1,3,0.426,2,34934.41
013981,1398,27599.35,14354.27,21500.28,76392.03,62037.75,685.22,283.86,5143.21,4250.08,85,12,1,1,3,0.5201,3,36234.03
013991,1399,194925.46,649.06,2068.91,40521.27,39872.21,0.0,16.91,3029.33,4996.96,73,14,2,1,3,0.0033,3,44920.14
014001,1400,36636.31,23520.03,25885.2,53325.59,29805.56,631.82,351.0,2166.62,3939.52,77,13,2,1,2,0.642,3,32632.49
014011,1401,25790.98,1009.63,24622.68,193120.19,192110.55,397.16,5.36,4653.71,7198.36,37,17,4,1,2,0.0391,3,11962.97
014021,1402,107257.47,86534.15,46927.6,106337.5,19803.36,7990.5,893.53,5691.32,4321.25,31,16,3,2,2,0.8068,3,34439.56
014031,1403,192361.89,107604.1,2222.84,24215.24,-83388.86,0.0,633.15,4648.31,1662.76,37,15,4,2,3,0.5594,1,18911.03
014041,1404,126381.2,42756.26,544.07,75976.56,33220.29,776.82,634.39,6688.88,2527.37,30,15,3,1,3,0.3383,2,47854.74
014051,1405,162176.89,67528.11,1638.8,22714.38,-44813.74,418.9,941.74,7645.91,4368.99,70,12,3,1,1,0.4164,2,17724.01
014061,1406,33486.06,27918.6,2960.36,29684.88,1766.27,1906.29,208.43,3498.8,6125.2,78,15,1,2,2,0.8337,3,14330.94
014071,1407,18404.87,9615.64,98812.65,105149.3,95533.65,7562.5,229.58,7098.35,4303.91,41,11,4,1,1,0.5225,1,3731.85
014081,1408,255556.88,88185.3,255511.23,285982.41,197797.11,0.0,1660.22,5946.59,3951.66,76,14,3,2,0,0.3451,1,43517.42
014091,1409,49493.08,50573.45,9139.79,134796.22,84222.77,2341.69,538.23,2553.31,1264.14,23,14,4,2,2,1.0218,2,46055.03
014101,1410,52799.15,62322.15,4998.55,68301.51,5979.36,0.0,1494.37,7816.94,7292.4,61,15,4,1,3,1.1804,3,6178.99
014111,1411,218682.18,7736.02,2618.0,913888.91,906152.89,1228.46,167.86,4128.9,844.29,53,16,2,1,3,0.0354,2,22487.23
014121,1412,109164.04,81285.63,21686.44,3037035.67,2955750.04,0.0,795.78,11140.44,408.68,39,12,2,1,2,0.7446,3,22673.76
014131,1413,99737.7,2405.82,252570.7,282412.71,280006.89,2455.4,71.15,8335.31,2559.55,67,9,2,2,3,0.0241,3,40613.03
014141,1414,464400.27,10484.87,122336.61,139491.24,129006.37,1335.89,98.93,5715.09,4685.17,35,9,2,1,2,0.0226,3,19153.86
014151,1415,37080.02,23489.02,38114.8,364138.32,340649.3,5702.65,570.61,5996.7,2699.96,47,16,1,2,3,0.6335,2,19139.26
014161,1416,152520.78,46580.06,37121.24,136115.03,89534.97,163.91,1360.47,3217.29,2267.45,63,14,4,2,3,0.3054,3,18590.98
014171,1417,69655.14,10128.83,21985.93,350985.39,340856.56,267.28,234.36,9513.64,1855.33,43,12,4,1,2,0.1454,3,23172.78
014181,1418,84265.94,87440.03,4513.72,113420.34,25980.31,0.0,1892.59,4301.6,7035.42,74,9,4,1,2,1.0377,3,33205.13
014191,1419,261874.74,315514.07,1305.33,46038.17,-269475.89,4131.21,8702.84,6083.99,4170.54,75,14,3,1,0,1.2048,1,48522.19
014201,1420,104511.48,73509.86,4734.04,49849.15,-23660.71,4887.83,862.15,4715.75,5292.15,34,11,2,2,1,0.7034,1,27824.56
014211,1421,107416.22,24222.73,10511.35,125107.01,100884.28,2769.2,288.95,6922.18,7614.44,48,13,2,2,3,0.2255,2,21305.85
014221,1422,173729.82,270144.05,359.05,43981.58,-226162.47,0.0,5680.86,5958.21,7550.31,48,14,2,1,0,1.555,1,3826.52
014231,1423,47645.46,6075.71,3731.96,376701.44,370625.73,0.0,164.37,4747.51,1703.21,47,12,4,1,1,0.1275,1,10529.95
014241,1424,31092.17,14853.74,1111.34,9600.07,-5253.68,291.47,303.53,6928.68,3999.33,52,12,2,1,1,0.4777,1,47559.74
014251,1425,25839.81,676.07,30482.68,400466.84,399790.77,4253.59,19.89,9007.82,5074.84,25,8,4,1,3,0.0262,3,15207.45
014261,1426,11274.28,504.87,1827.17,5431.53,4926.66,2334.44,5.34,6097.68,3716.72,75,14,2,1,1,0.0448,1,12482.43
014271,1427,421083.49,623567.32,8873.25,83306.16,-540261.16,0.0,15992.62,1618.38,2148.48,40,12,2,2,0,1.4809,1,11094.32
014281,1428,24516.77,5818.22,1394.04,37834.54,32016.32,3043.99,163.97,6751.25,0.0,18,16,4,1,3,0.2373,1,30640.44
014291,1429,54223.61,15432.99,87191.21,93348.96,77915.96,493.54,241.91,3046.75,6191.67,62,15,3,2,3,0.2846,3,21562.66
014301,1430,51578.9,9446.03,230.13,2954.44,-6491.59,1947.68,274.4,3261.06,7196.81,60,14,1,1,2,0.1831,1,30444.59
014311,1431,87261.62,27904.73,11573.96,23115.73,-4789.01,178.68,280.55,3053.31,4973.33,87,14,4,2,1,0.3198,2,48778.61
014321,1432,137883.37,96.9,493.21,64614.16,64517.27,4104.53,2.79,7412.49,3452.7,64,12,4,2,3,0.0007,2,6505.13
014331,1433,143548.2,119556.45,1964.91,26228.3,-93328.15,2090.45,3296.2,3095.37,2394.46,43,17,4,1,3,0.8329,1,9331.78
014341,1434,39152.92,1821.47,7123.37,19687.19,17865.72,1384.46,12.12,7974.53,3759.2,83,17,2,1,3,0.0465,3,29959.15
014351,1435,56930.73,8255.71,7782.58,462950.47,454694.76,10378.01,148.88,7621.84,6171.64,44,12,2,1,1,0.145,3,10706.05
014361,1436,85333.46,9914.29,7425.54,16856.21,6941.92,0.0,180.65,4274.15,4603.03,71,16,4,2,2,0.1162,3,34179.13
014371,1437,52901.02,29028.26,6458.47,172281.44,143253.18,9162.12,186.49,6958.24,0.0,43,11,3,2,2,0.5487,3,41267.08
014381,1438,281140.84,113878.66,1547.94,17328.03,-96550.63,0.0,681.94,8356.25,6707.04,22,16,5,1,1,0.4051,1,37204.02
014391,1439,102937.52,30245.62,3658.12,14770.23,-15475.39,3912.15,155.08,4835.31,4857.01,65,12,1,1,3,0.2938,1,17916.42
014401,1440,128205.54,100111.73,5202.74,29405.99,-70705.74,8722.18,1813.3,8464.22,1355.95,44,12,5,1,3,0.7809,1,42394.32
014411,1441,120161.64,90954.12,6985.9,158718.35,67764.23,0.0,1509.42,6337.66,4683.21,43,14,2,1,3,0.7569,3,26984.74
014421,1442,190256.13,7101.53,4366.75,12019.36,4917.83,723.01,202.48,4621.5,3915.83,64,13,2,1,0,0.0373,3,39805.87
014431,1443,77879.61,45990.58,18274.52,110425.43,64434.85,5108.16,623.52,7651.8,3908.51,42,11,1,1,1,0.5905,3,48208.31
014441,1444,20595.98,3196.05,5814.42,19984.1,16788.05,6358.75,68.57,4547.36,1483.98,28,14,5,1,3,0.1552,3,24863.89
014451,1445,94818.44,8871.37,7061.32,25622.91,16751.53,0.0,46.03,8771.93,2977.55,47,12,1,1,2,0.0936,3,24857.86
014461,1446,36819.35,2769.24,2468.15,111671.0,108901.75,1042.52,59.78,3695.5,276.16,72,13,2,1,2,0.0752,3,14712.49
014471,1447,41119.8,33298.61,739.23,1560782.7,1527484.08,0.0,926.92,8618.76,5952.02,29,12,2,1,2,0.8098,2,8778.93
014481,1448,112165.15,71361.76,6485.03,21752.42,-49609.34,0.0,989.73,6436.06,1785.97,54,16,1,2,2,0.6362,3,37548.39
014491,1449,201683.47,100706.44,43191.67,219470.25,118763.81,0.0,1294.22,7424.64,5744.46,29,12,4,1,0,0.4993,1,38165.99
014501,1450,67450.17,1935.33,10926.54,48382.89,46447.56,0.0,39.97,5212.99,4728.91,22,16,5,1,2,0.0287,2,26232.32
014511,1451,87373.71,9739.81,1128.35,30502.93,20763.11,355.34,128.7,6783.58,2707.93,45,12,1,1,1,0.1115,3,38568.82
014521,1452,306199.9,148852.44,21301.48,319962.36,171109.92,438.25,2241.79,1200.0,2002.89,60,12,2,2,3,0.4861,3,14453.22
014531,1453,82180.87,9434.3,2688.64,19582.67,10148.37,1352.44,111.59,6437.03,3918.82,39,14,3,2,3,0.1148,1,3163.03
014541,1454,687979.83,28766.7,17789.74,28392.08,-374.62,898.29,391.87,3373.36,5669.9,49,14,2,1,3,0.0418,2,4534.36
014551,1455,110079.56,20585.62,2530.49,121933.98,101348.36,2897.54,452.58,7496.11,5125.82,51,15,5,1,3,0.187,2,29244.66
014561,1456,13565.89,4049.8,9283.11,664142.42,660092.62,0.0,113.63,4930.36,4630.53,73,12,2,2,0,0.2985,2,5400.8
014571,1457,130353.79,78854.45,1932.76,186356.64,107502.19,3455.76,1543.8,4911.55,3173.75,71,12,5,1,1,0.6049,3,41985.03
014581,1458,93250.3,49591.26,2023.34,9278.54,-40312.72,4393.4,260.4,3671.91,5132.39,18,12,1,1,3,0.5318,3,36544.84
014591,1459,211245.76,254758.07,293.16,24082.68,-230675.39,0.0,2954.51,6368.09,414.75,47,17,1,1,3,1.206,3,44153.78
014601,1460,121280.73,9657.49,12353.99,272603.83,262946.34,7570.59,278.19,4305.91,3992.36,60,15,3,2,0,0.0796,2,35367.94
014611,1461,58418.6,2121.72,9569.2,651133.91,649012.19,4641.64,58.89,5894.45,3517.58,74,16,4,1,3,0.0363,1,5910.51
014621,1462,21985.35,2558.06,10589.27,94967.7,92409.64,0.0,20.19,5346.24,1052.91,22,12,2,1,2,0.1164,3,18039.64
014631,1463,54823.77,9670.78,8067.47,33182.99,23512.21,0.0,267.98,3950.81,2800.73,58,15,1,1,2,0.1764,1,19776.37
014641,1464,30777.27,12818.38,1246.32,708417.66,695599.28,927.2,373.18,5222.82,6884.52,73,16,4,1,3,0.4165,3,30279.96
014651,1465,39243.02,1391.91,27962.47,81498.47,80106.57,1643.06,18.25,4818.94,4642.04,38,12,1,2,1,0.0355,3,48251.13
014661,1466,112388.91,42030.68,29348.68,53480.51,11449.83,0.0,946.75,7940.66,5378.19,35,12,4,1,2,0.374,3,39184.19
014671,1467,297424.01,70219.71,1189.36,19914.11,-50305.6,1827.42,1334.14,8273.59,2608.27,50,15,1,2,2,0.2361,3,14849.98
014681,1468,94391.32,82833.19,12807.97,22779.34,-60053.86,2118.09,1112.14,3361.52,140.87,85,15,3,2,1,0.8776,2,7581.82
014691,1469,22554.85,2867.56,23741.6,4222799.06,4219931.51,0.0,25.33,6387.02,6502.24,62,14,5,1,2,0.1271,2,45162.12
014701,1470,98729.83,37314.77,2108.69,506666.05,469351.27,198.55,528.86,5439.73,2034.69,48,12,1,2,1,0.3779,1,30201.09
014711,1471,194263.03,14439.86,2884.58,25256.46,10816.6,99.01,407.13,4241.65,2840.46,20,12,4,1,2,0.0743,1,9827.15
014721,1472,38223.1,55024.01,12853.92,817162.99,762138.99,0.0,1391.07,6291.51,802.54,54,15,1,1,2,1.4395,3,42311.2
014731,1473,58652.45,3116.52,324.21,133570.34,130453.82,628.95,41.35,6938.11,6284.89,43,15,3,1,2,0.0531,3,32726.44
014741,1474,67051.71,126578.29,692.75,122617.83,-3960.47,0.0,2365.99,1200.0,4161.3,33,14,1,1,1,1.8878,3,44811.93
014751,1475,32649.72,35177.12,827.5,21224.12,-13953.0,0.0,532.9,8009.46,3236.27,51,16,1,2,1,1.0774,3,38783.29
014761,1476,118592.96,26768.96,193.76,27883.28,1114.32,0.0,445.86,7421.81,4726.73,43,16,3,2,1,0.2257,1,27492.29
014771,1477,59346.4,24853.8,34644.41,90827.1,65973.29,140.59,597.24,5947.37,2759.85,21,12,3,1,1,0.4188,3,29498.75
014781,1478,96527.11,3538.1,137.19,3276.24,-261.86,604.31,65.72,4244.31,2290.6,64,12,2,1,1,0.0367,3,27594.72
014791,1479,29770.02,37251.1,9114.29,37961.54,710.44,3529.84,354.86,6978.85,1137.75,65,12,1,2,0,1.2513,1,5569.28
014801,1480,44635.62,4379.39,21184.61,81463.33,77083.94,13865.39,51.35,4690.22,881.63,58,12,2,2,0,0.0981,2,46931.31
014811,1481,126771.71,29043.79,2897.28,429785.88,400742.09,0.0,557.49,8539.87,5641.87,73,17,1,1,2,0.2291,3,49418.27
014821,1482,47308.73,3038.5,1475.77,25222.0,22183.49,4858.41,67.82,7795.77,6035.63,34,11,2,1,1,0.0642,1,17306.78
014831,1483,313096.73,16213.28,7473.48,209915.17,193701.89,0.0,287.02,6039.12,108.67,40,16,3,1,1,0.0518,1,41512.95
014841,1484,46181.17,61779.22,4931.01,7653.38,-54125.84,148.14,1266.8,4389.46,3397.57,49,12,5,2,2,1.3378,1,49884.73
014851,1485,81000.96,4066.93,29920.79,374660.61,370593.68,7438.74,100.59,6992.45,3711.08,23,12,2,2,0,0.0502,2,3912.3
014861,1486,153174.3,9869.01,43.32,15557.03,5688.02,0.0,183.91,7584.36,2199.89,77,11,1,1,1,0.0644,2,18148.9
014871,1487,18462.02,7658.66,940.42,73735.92,66077.26,9992.96,225.39,5331.54,1869.9,51,11,5,1,3,0.4148,2,29788.27
014881,1488,13565.32,3393.53,13505.31,123646.1,120252.57,2320.18,36.95,6822.78,3702.76,42,10,1,1,2,0.2502,2,21537.61
014891,1489,16762.66,1611.25,5381.95,87447.15,85835.89,0.0,45.1,5039.95,2106.62,50,12,3,2,1,0.0961,3,48487.52
014901,1490,206143.06,106358.57,19027.9,70040.62,-36317.94,11027.1,1190.31,2515.98,3564.11,42,14,1,2,1,0.5159,1,12014.58
014911,1491,40268.62,13950.72,7876.48,17176.07,3225.34,836.38,255.17,2674.07,1339.63,40,12,4,2,3,0.3464,2,21472.16
014921,1492,661575.48,160505.52,3856.34,19623.56,-140881.96,6423.39,2631.92,6312.11,2332.46,49,17,2,2,1,0.2426,3,37451.12
014931,1493,39822.09,2426.06,2852.3,269757.26,267331.2,0.0,34.75,9046.45,2946.73,50,14,2,1,3,0.0609,2,40457.73
014941,1494,78127.41,13912.04,322900.35,347339.3,333427.26,3369.65,404.4,4065.66,2831.99,48,16,4,1,0,0.1781,3,7747.01
014951,1495,265109.69,17370.16,77878.35,129158.38,111788.21,1589.47,205.1,4390.45,5792.22,54,11,5,2,3,0.0655,2,13376.87
014961,1496,402513.37,285784.62,11990.97,18377.02,-267407.6,10728.6,6250.6,6600.72,2395.59,68,11,1,2,2,0.71,3,9208.9
014971,1497,423095.51,70804.84,5660.32,222705.33,151900.49,612.86,1777.32,6073.8,5385.46,23,16,1,1,2,0.1673,1,26500.98
014981,1498,196325.57,147395.23,12947.25,21220.44,-126174.79,0.0,1462.92,6571.25,0.0,71,14,1,2,1,0.7508,2,28028.65
014991,1499,166317.9,52231.67,21770.31,258327.25,206095.58,0.0,1531.89,7035.75,3504.11,36,17,5,1,3,0.314,2,37649.78
015001,1500,112789.02,74800.24,10445.1,22605.4,-52194.84,11398.82,1396.22,5963.56,0.0,38,11,5,1,2,0.6632,1,44058.6
015011,1501,133322.32,146125.04,1270.94,275511.8,129386.77,0.0,4071.37,6273.65,5966.7,57,9,1,1,3,1.096,2,9460.68
015021,1502,40292.99,15873.83,122041.86,182838.47,166964.64,1516.87,342.83,3746.39,7549.51,86,17,2,2,2,0.394,3,27916.75
015031,1503,31685.71,7786.99,7655.46,33551.98,25765.0,0.0,165.36,5163.54,3427.79,19,15,2,1,1,0.2458,3,25587.78
015041,1504,65970.5,19412.29,184439.0,844840.08,825427.79,0.0,264.78,8524.18,6944.93,61,16,2,2,3,0.2943,1,45088.89
015051,1505,56774.0,3719.36,6883.38,60882.2,57162.84,0.0,90.25,6942.73,1906.16,63,12,2,1,1,0.0655,3,27815.24
015061,1506,44006.59,10227.72,3158.41,37955.24,27727.52,289.52,58.75,6558.1,5464.97,55,8,2,1,1,0.2324,3,13830.9
015071,1507,123840.37,111371.88,59364.53,293505.09,182133.21,3660.2,2104.43,4255.16,5191.65,19,14,1,1,3,0.8993,2,46523.76
015081,1508,156337.86,70953.95,8451.82,14950.24,-56003.71,2290.25,411.78,4391.44,3193.36,57,17,1,2,0,0.4539,2,46756.8
015091,1509,71651.27,25684.85,6248.9,7600.78,-18084.07,830.93,325.47,3851.28,3482.04,28,17,4,1,3,0.3585,2,8909.29
015101,1510,250140.26,81967.38,566.42,340657.92,258690.54,0.0,607.16,2329.66,4164.4,25,10,4,1,1,0.3277,3,43088.78
